,state,policy,before_7,after_7,before_15,after_15,diff_7,diff_15
176,UT,stay at home order,0.16416427397644928,0.07756866219916181,0.25203863078197,0.05904475417170785,-0.08659561177728747,-0.19299387661026213
177,UT,face mask mandatory,0.07756866219916181,0.042189630572255554,0.11659011101777517,0.04409320222404878,-0.035379031626906254,-0.07249690879372639
178,UT,restaurant close,0.49891987207156197,0.24238187367152952,0.3248516801703365,0.1923631226024587,-0.25653799840003244,-0.1324885575678778
179,UT,business close,0.17726925336352806,0.0954741697149939,0.2604624875365853,0.06917444853694188,-0.08179508364853416,-0.19128803899964342
180,VT,stay at home order,0.3793510212331215,0.14687021621937357,0.35471593836795323,0.11481713547804961,-0.2324808050137479,-0.23989880288990362
181,VT,face mask mandatory,0.0025389096969512526,0.0035680703666935987,0.004220809404964276,0.004572535899803221,0.001029160669742346,0.00035172649483894425
182,VT,restaurant close,0.38949549437313746,0.394405617255839,0.1659144011798317,0.24924905698836608,0.00491012288270154,0.08333465580853439
183,VT,business close,0.394405617255839,0.11678687242048724,0.37824684638913175,0.10301904649186189,-0.27761874483535176,-0.27522779989726986
184,VA,stay at home order,0.19682012104963942,0.13697770159176526,0.22105530006756813,0.1077663080761222,-0.05984241945787416,-0.11328899199144593
185,VA,face mask mandatory,0.028805231297126088,0.018404497220280147,0.02835375246420968,0.013920500917729894,-0.010400734076845941,-0.014433251546479786
186,VA,restaurant close,0.2546383788815836,0.18756082442522937,0.3101203412195257,0.14341237034155085,-0.06707755445635422,-0.16670797087797484
187,VA,business close,0.2546383788815836,0.18756082442522937,0.3101203412195257,0.14341237034155085,-0.06707755445635422,-0.16670797087797484
188,WA,stay at home order,0.16359855728922912,0.10274305503258807,0.2046678219931075,0.09083351706384413,-0.06085550225664105,-0.11383430492926339
189,WA,face mask mandatory,0.016048386516133828,0.01662891014825929,0.014727549950352081,0.017363092934179924,0.0005805236321254625,0.0026355429838278432
190,WA,restaurant close,0.24919486210196085,0.1496797378255077,0.32729943739808576,0.12328459469122777,-0.09951512427645315,-0.204014842706858
191,WA,business close,0.11729279492390687,0.08516794505844083,0.16325223680596723,0.0779477365859036,-0.03212484986546604,-0.08530450022006364
192,WV,stay at home order,0.6876988087994671,0.20760058022924976,0.27664742559493316,0.16787250537306964,-0.48009822857021733,-0.10877492022186352
193,WV,face mask mandatory,0.027185406894514097,0.029930841121211582,0.020874595172661214,0.02727020770391997,0.002745434226697485,0.006395612531258754
194,WV,restaurant close,0.10408951367381225,0.47514529451018417,0.04729412282062673,0.2933574114747164,0.3710557808363719,0.24606328865408966
195,WV,business close,0.6876988087994671,0.20760058022924976,0.27664742559493316,0.16787250537306964,-0.48009822857021733,-0.10877492022186352
196,WI,stay at home order,0.27637582980171294,0.1363656527657593,0.4212450793875253,0.10279738960770435,-0.14001017703595364,-0.31844768977982096
197,WI,face mask mandatory,0.016665144919869812,0.013588299186760189,0.018550536856133837,0.012159315741627763,-0.0030768457331096233,-0.006391221114506074
198,WI,restaurant close,0.620403078620632,0.27637582980171294,0.3478208741268516,0.20461800239706918,-0.3440272488189191,-0.1432028717297824
199,WI,business close,0.27637582980171294,0.1363656527657593,0.4212450793875253,0.10279738960770435,-0.14001017703595364,-0.31844768977982096
200,WY,stay at home order,0.1554783521665397,0.15410929429394704,0.28695544523522254,0.10709236437577219,-0.0013690578725926716,-0.17986308085945035
201,WY,face mask mandatory,0.01787679746526627,0.011879883943189062,0.019618009192618135,0.0114517464418471,-0.005996913522077207,-0.008166262750771036
202,WY,restaurant close,0.5112093905094031,0.18690049599337466,0.21250861690062184,0.15335037645610305,-0.3243088945160284,-0.059158240444518784
203,WY,business close,0.5112093905094031,0.18690049599337466,0.21250861690062184,0.15335037645610305,-0.3243088945160284,-0.059158240444518784
